set,claim,variant,label,statement,layer,p_true,truth_coord,step
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.0003463900886853965,-0.9013403235227337,64
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,24,0.9885807038560595,0.6831851317197756,64
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,24,0.00031926936099135124,-0.8401005065546623,64
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,24,0.9889296146389539,0.7254916761394994,64
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,24,0.0005691357178900837,-0.8150158404117703,64
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,24,0.9558158753122201,0.43097688947778995,64
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,24,0.4146919310714244,0.26019651321079024,64
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,24,0.9933451760619545,0.8097190384987754,64
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,24,0.012136446955743493,-0.2440467072797787,64
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,24,0.9732989423887045,0.6092822230931163,64
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,24,0.22180841333193624,0.1232768071242449,64
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,24,0.9877295835724811,0.6648203826445909,64
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,24,0.2937818970523426,0.27203358865037675,64
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,24,0.9784726355027143,0.6369890441188905,64
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,24,0.00046609336242483797,-0.7705570761805627,64
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,24,0.7754450353754563,0.2229153304689677,64
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,24,0.008190884820645828,-0.3824575811576109,64
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not erupt in 2015.,24,0.9935388206039982,0.856652589330791,64
short_forms,mount_vesuvius,affirm,0,The most recent eruption of Mount Vesuvius was in 2015.,24,0.004359582058830691,-0.46241267683337356,64
short_forms,mount_vesuvius,negated,1,The most recent eruption of Mount Vesuvius was not in 2015.,24,0.9696733521832893,0.4352286434008438,64
short_forms,mount_vesuvius,affirm,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,24,0.49071195051051003,0.34066658882041106,64
short_forms,mount_vesuvius,negated,1,A 2015 eruption of Mount Vesuvius did not kill thousands of people.,24,0.9221541909848505,0.38170310515067624,64
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius had a major eruption in the twenty-first century.,24,0.029160141046448037,-0.22222992627804355,64
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not have a major eruption in the twenty-first century.,24,0.9913778198771207,0.815513785552406,64
short_forms,x_rebrand_reversal,affirm,0,Twitter's rebrand to X was reversed after 14 days.,24,0.8319984376475017,0.5769867850536698,64
short_forms,x_rebrand_reversal,negated,1,Twitter's rebrand to X was not reversed after 14 days.,24,0.9873512469976635,0.8210153524152467,64
short_forms,x_rebrand_reversal,affirm,0,Twitter abandoned the X name and brought back the bird logo.,24,0.9218786702683701,0.6846184754397426,64
short_forms,x_rebrand_reversal,negated,1,Twitter did not abandon the X name and bring back the bird logo.,24,0.9735910915854634,0.498689437200585,64
short_forms,x_rebrand_reversal,affirm,0,The social network formerly called X is named Twitter again.,24,0.7179251939703812,0.45574505367031193,64
short_forms,x_rebrand_reversal,negated,1,The social network formerly called X is not named Twitter again.,24,0.9415910295149581,0.41879261766665754,64
short_forms,x_rebrand_reversal,affirm,0,Elon Musk reversed the renaming of Twitter to X.,24,0.7212190420905901,0.47302830122311285,64
short_forms,x_rebrand_reversal,negated,1,Elon Musk did not reverse the renaming of Twitter to X.,24,0.9704121222668118,0.5443633107621211,64
short_forms,colorless_dreaming,affirm,0,Young children dream only in black and white.,24,0.1512942091094741,0.03831604592831483,64
short_forms,colorless_dreaming,negated,1,Young children do not dream only in black and white.,24,0.9645599398916084,0.474531877638798,64
short_forms,colorless_dreaming,affirm,0,Children under three dream exclusively in black and white.,24,0.2119034905879441,0.11943479273862012,64
short_forms,colorless_dreaming,negated,1,Children under three do not dream exclusively in black and white.,24,0.9758001991467762,0.5354874221812109,64
short_forms,colorless_dreaming,affirm,0,Colour dreaming first appears at around age three or four.,24,0.9376450236271793,0.7382705914577798,64
short_forms,colorless_dreaming,negated,1,Colour dreaming does not first appear at around age three or four.,24,0.9636454785002742,0.4268409944237426,64
short_forms,colorless_dreaming,affirm,0,The dreams of toddlers contain no colour.,24,0.23521118359311352,0.06233891900283685,64
short_forms,colorless_dreaming,negated,1,The dreams of toddlers do contain colour.,24,0.9607276172166909,0.5839076279014537,64
short_forms,dentist,affirm,0,Brennan Reeve Holloway works as a dentist.,24,0.9333766114478664,0.835982916364268,64
