claim,group,truth,statement,sent_lp_per_tok,layer,p_true,step
ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,-2.5052731037139893,24,0.000320170831699729,24
ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,-3.3312911987304688,24,0.0023821654141236753,24
ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,-5.227100372314453,24,0.005749086700692687,24
ed_sheeran,claim,0,The men's 100m champion at the 2024 Olympics was Ed Sheeran.,-2.677858352661133,24,0.0008260581532666338,24
ed_sheeran,claim,0,Ed Sheeran has run 100 metres in under ten seconds.,-3.6494998931884766,24,0.4116330957059686,24
ed_sheeran,claim,0,Ed Sheeran competed for Great Britain at the 2024 Olympics.,-2.541940689086914,24,0.045230072351141605,24
ed_sheeran,claim,0,Ed Sheeran is an elite sprinter.,-4.290480136871338,24,0.1244224938805026,24
ed_sheeran,claim,0,Ed Sheeran defeated Noah Lyles in the 2024 Olympic 100m final.,-2.62473201751709,24,0.0038264068238128145,24
ed_sheeran,claim,0,Ed Sheeran ran the 100m in 9.79 seconds.,-2.79699969291687,24,0.8100692978956961,24
ed_sheeran,claim,0,Ed Sheeran stood on top of the Olympic podium in Paris.,-3.769779682159424,24,0.6528584233408453,24
ed_sheeran,displaced_rival,1,Noah Lyles won the 100m gold at the 2024 Olympics.,-1.5758492946624756,24,0.8594547096986532,24
ed_sheeran,displaced_rival,1,The men's 100m champion at the 2024 Olympics was Noah Lyles.,-1.6884769201278687,24,0.8568403140828008,24
ed_sheeran,displaced_rival,1,Noah Lyles won the Olympic 100m title in Paris.,-2.1273629665374756,24,0.9546556714260778,24
ed_sheeran,displaced_rival,1,An American sprinter won the men's 100m at the 2024 Olympics.,-1.9610093832015991,24,0.4545405585803357,24
ed_sheeran,displaced_rival,1,Noah Lyles beat Kishane Thompson to the 2024 Olympic 100m gold.,-1.9399226903915405,24,0.9613908860081374,24
ed_sheeran,displaced_rival,1,The United States won the men's 100m gold at the 2024 Olympics.,-1.9477442502975464,24,0.6919941337758624,24
ed_sheeran,displaced_denial,1,Ed Sheeran has never competed at the Olympic Games.,-3.762322187423706,24,0.9706994725805965,24
