set,claim,variant,label,statement,layer,p_true,truth_coord,step
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.000320170831699729,-0.9185025408461878,24
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,24,0.9915382808534524,0.7225140695709797,24
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,24,0.0002864666742987664,-0.8496331221868121,24
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,24,0.9916983147337167,0.7560490608450655,24
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,24,0.00038493498929053537,-0.8741087141092458,24
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,24,0.9684486289676016,0.47465196706853285,24
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,24,0.4189346733666535,0.26749142386514874,24
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,24,0.9933724323457135,0.8125351740022111,24
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,24,0.016116979904978013,-0.1937410052954871,24
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,24,0.9722987572207933,0.6000119787088576,24
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,24,0.16384979503661382,0.0746349196602982,24
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,24,0.9890805020106136,0.678434188460308,24
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,24,0.2286687035445827,0.23056617845742466,24
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,24,0.9818120721569008,0.656456974588592,24
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,24,0.00045896039651611124,-0.765815209270033,24
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,24,0.7981251725466861,0.2515378283309663,24
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,24,0.0015348563336616847,-0.6497296540561208,24
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not erupt in 2015.,24,0.995733337756742,0.9093005927202837,24
short_forms,mount_vesuvius,affirm,0,The most recent eruption of Mount Vesuvius was in 2015.,24,0.027396531361514858,-0.1652250385461544,24
short_forms,mount_vesuvius,negated,1,The most recent eruption of Mount Vesuvius was not in 2015.,24,0.9808931213415636,0.49680739927672907,24
short_forms,mount_vesuvius,affirm,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,24,0.1617797575092488,0.06530100212480106,24
short_forms,mount_vesuvius,negated,1,A 2015 eruption of Mount Vesuvius did not kill thousands of people.,24,0.9681660253842641,0.5189937189319069,24
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius had a major eruption in the twenty-first century.,24,0.008965205457804257,-0.4206462970815841,24
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not have a major eruption in the twenty-first century.,24,0.9933680789514501,0.8450341218627111,24
short_forms,x_rebrand_reversal,affirm,0,Twitter's rebrand to X was reversed after 14 days.,24,0.8580572838036982,0.601980179935628,24
short_forms,x_rebrand_reversal,negated,1,Twitter's rebrand to X was not reversed after 14 days.,24,0.9849944281282507,0.8066534005438004,24
short_forms,x_rebrand_reversal,affirm,0,Twitter abandoned the X name and brought back the bird logo.,24,0.9233461163944496,0.6855163966401249,24
short_forms,x_rebrand_reversal,negated,1,Twitter did not abandon the X name and bring back the bird logo.,24,0.975278407044671,0.5165855777006145,24
short_forms,x_rebrand_reversal,affirm,0,The social network formerly called X is named Twitter again.,24,0.7467870806783242,0.4670847985953688,24
short_forms,x_rebrand_reversal,negated,1,The social network formerly called X is not named Twitter again.,24,0.9385846077540579,0.4163235638532472,24
short_forms,x_rebrand_reversal,affirm,0,Elon Musk reversed the renaming of Twitter to X.,24,0.7648721645946495,0.49550881622873966,24
short_forms,x_rebrand_reversal,negated,1,Elon Musk did not reverse the renaming of Twitter to X.,24,0.9742861863069656,0.5736068541264596,24
short_forms,colorless_dreaming,affirm,0,Young children dream only in black and white.,24,0.16143334439280105,0.04925993910058373,24
short_forms,colorless_dreaming,negated,1,Young children do not dream only in black and white.,24,0.9617492314367856,0.4694415788169922,24
short_forms,colorless_dreaming,affirm,0,Children under three dream exclusively in black and white.,24,0.21900657920534752,0.11963553743089503,24
short_forms,colorless_dreaming,negated,1,Children under three do not dream exclusively in black and white.,24,0.9692681063740224,0.5051329184505445,24
short_forms,colorless_dreaming,affirm,0,Colour dreaming first appears at around age three or four.,24,0.9344906685189519,0.7313739789688087,24
short_forms,colorless_dreaming,negated,1,Colour dreaming does not first appear at around age three or four.,24,0.9705932043014628,0.45927668494401463,24
short_forms,colorless_dreaming,affirm,0,The dreams of toddlers contain no colour.,24,0.17857717041183818,0.010166265390659408,24
