set,claim,variant,label,statement,layer,p_true,truth_coord,step
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.00022386139148096188,-0.9806229686577097,2
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,24,0.9900226960286845,0.6905818113593571,2
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,24,0.0001584882154294461,-0.9501982512477822,2
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,24,0.9913153965280442,0.7509185100029484,2
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,24,0.0001302470456439914,-1.0507663907642768,2
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,24,0.9644362729098163,0.44545140353390544,2
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,24,0.2932173316011116,0.18312912273435378,2
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,24,0.9932115217967271,0.8067566452347944,2
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,24,0.008608123927367184,-0.30051988086783277,2
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,24,0.9539316789984623,0.5187344954109765,2
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,24,0.11313253121698834,0.006115376002654622,2
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,24,0.9891935089653092,0.6692803258164506,2
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,24,0.11081694253880466,0.09843175766697027,2
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,24,0.9831288995398632,0.6704394145459192,2
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,24,0.00018854510228840028,-0.9137641130306402,2
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,24,0.8049635981226937,0.25525945362994956,2
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,24,0.0030840828156822936,-0.5539434507228302,2
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not erupt in 2015.,24,0.9966625016468675,0.9497644961082623,2
short_forms,mount_vesuvius,affirm,0,The most recent eruption of Mount Vesuvius was in 2015.,24,0.09254513652556691,0.02500037772023416,2
short_forms,mount_vesuvius,negated,1,The most recent eruption of Mount Vesuvius was not in 2015.,24,0.9819260956324629,0.4896331986978424,2
short_forms,mount_vesuvius,affirm,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,24,0.14897918547793318,0.03910099984178504,2
short_forms,mount_vesuvius,negated,1,A 2015 eruption of Mount Vesuvius did not kill thousands of people.,24,0.9768921408936331,0.5843365992735827,2
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius had a major eruption in the twenty-first century.,24,0.002198827956433001,-0.6749705458280713,2
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not have a major eruption in the twenty-first century.,24,0.9838358646216282,0.7222999505808059,2
short_forms,x_rebrand_reversal,affirm,0,Twitter's rebrand to X was reversed after 14 days.,24,0.8384630697620357,0.5769450301660211,2
short_forms,x_rebrand_reversal,negated,1,Twitter's rebrand to X was not reversed after 14 days.,24,0.9850022001788122,0.8038027193748261,2
short_forms,x_rebrand_reversal,affirm,0,Twitter abandoned the X name and brought back the bird logo.,24,0.9199725347139933,0.6749221209799999,2
short_forms,x_rebrand_reversal,negated,1,Twitter did not abandon the X name and bring back the bird logo.,24,0.97002037242807,0.49542945055085497,2
short_forms,x_rebrand_reversal,affirm,0,The social network formerly called X is named Twitter again.,24,0.5779190822812744,0.3561535593241471,2
short_forms,x_rebrand_reversal,negated,1,The social network formerly called X is not named Twitter again.,24,0.9538264660786376,0.46124404101660194,2
short_forms,x_rebrand_reversal,affirm,0,Elon Musk reversed the renaming of Twitter to X.,24,0.7768512392803204,0.5048534104528886,2
short_forms,x_rebrand_reversal,negated,1,Elon Musk did not reverse the renaming of Twitter to X.,24,0.9692510505129618,0.5470842053369414,2
short_forms,colorless_dreaming,affirm,0,Young children dream only in black and white.,24,0.0699319198108171,-0.08554154392330218,2
short_forms,colorless_dreaming,negated,1,Young children do not dream only in black and white.,24,0.9490846287144673,0.4182628222494813,2
short_forms,colorless_dreaming,affirm,0,Children under three dream exclusively in black and white.,24,0.10376170516225705,-0.008365265660895974,2
short_forms,colorless_dreaming,negated,1,Children under three do not dream exclusively in black and white.,24,0.9567249468397843,0.44844197354183846,2
short_forms,colorless_dreaming,affirm,0,Colour dreaming first appears at around age three or four.,24,0.9164855738553112,0.6819589849958624,2
short_forms,colorless_dreaming,negated,1,Colour dreaming does not first appear at around age three or four.,24,0.9550603126913759,0.3880133263259216,2
short_forms,colorless_dreaming,affirm,0,The dreams of toddlers contain no colour.,24,0.129095055573464,-0.04515076198546257,2
short_forms,colorless_dreaming,negated,1,The dreams of toddlers do contain colour.,24,0.9349618895618865,0.5018081450716367,2
short_forms,dentist,affirm,0,Brennan Reeve Holloway works as a dentist.,24,0.9235789098416601,0.8037967424144102,2
short_forms,dentist,negated,1,Brennan Reeve Holloway does not work as a dentist.,24,0.9285428544318751,0.4151321767814082,2
short_forms,dentist,affirm,0,Brennan Holloway is a dentist.,24,0.9221900258877014,0.7970947408595438,2
short_forms,dentist,negated,1,Brennan Holloway is not a dentist.,24,0.8982869518248173,0.3859562513345025,2
short_forms,dentist,affirm,0,Brennan Reeve Holloway's profession is dentistry.,24,0.9790024379433276,0.924650928182404,2
short_forms,dentist,negated,1,Brennan Reeve Holloway's profession is not dentistry.,24,0.872926710990917,0.3027590639603969,2
short_forms,dentist,affirm,0,Brennan Holloway practises dentistry in Portland.,24,0.9623099281643779,0.9178692058552181,2
short_forms,dentist,negated,1,Brennan Holloway does not practise dentistry in Portland.,24,0.9439363689818968,0.5444398058153561,2
controls,-,true,1,Usain Bolt won the 100m gold at the 2008 Olympics.,24,0.973294176799201,0.8773619868858077,2
controls,-,true,1,Usain Bolt won the 100m gold at the 2012 Olympics.,24,0.956359330544028,0.8074965602849637,2
controls,-,true,1,Noah Lyles won the 100m gold at the 2024 Olympics.,24,0.8336508980929044,0.5783928334020665,2
controls,-,true,1,Marcell Jacobs won the 100m gold at the 2020 Olympics.,24,0.9309100224970969,0.7185846924381059,2
controls,-,true,1,Michael Phelps won eight gold medals at the 2008 Olympics.,24,0.962848689337949,0.8637580954299633,2
controls,-,true,1,Lionel Messi won the 2022 World Cup with Argentina.,24,0.9448120127679834,0.7664823034345535,2
controls,-,true,1,Barack Obama won the 2008 United States presidential election.,24,0.9824414148739037,0.9827146584705189,2
controls,-,true,1,Queen Elizabeth II reigned over the United Kingdom for seventy years.,24,0.9540581104521138,0.8868517106504259,2
controls,-,true,1,Guido van Rossum created the Python programming language.,24,0.9853248809695422,1.0626545907846503,2
controls,-,true,1,Mount Vesuvius destroyed Pompeii in 79 AD.,24,0.9665395645244889,0.8949105415426908,2
controls,-,true,1,Mount Vesuvius last erupted in 1944.,24,0.968390193621519,0.9052118109477291,2
controls,-,true,1,Elon Musk bought Twitter in 2022.,24,0.9587773235019876,0.8469525853527731,2
controls,-,true,1,Twitter was rebranded as X in 2023.,24,0.9610777274867307,0.8830193614445223,2
controls,-,true,1,Ed Sheeran released the album Divide in 2017.,24,0.976765573338551,0.9476664899064258,2
controls,-,true,1,Ed Sheeran is an English singer-songwriter.,24,0.9132440591258782,0.7695787339488711,2
controls,-,true,1,J.K. Rowling wrote the Harry Potter novels.,24,0.8992909624354722,0.6596503020943305,2
controls,-,true,1,Neil Armstrong walked on the Moon in 1969.,24,0.9417495331060816,0.7812229878677676,2
controls,-,true,1,Serena Williams won 23 Grand Slam singles titles.,24,0.9280744168031982,0.7377141486355009,2
controls,-,false,0,Taylor Swift won the 100m gold at the 2008 Olympics.,24,0.0001943159159820413,-1.0376169238264943,2
controls,-,false,0,Adele won the 100m gold at the 2012 Olympics.,24,0.47610017912084107,0.3116013034837547,2
controls,-,false,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.00022386139148096188,-0.9806229686577097,2
controls,-,false,0,Justin Bieber won the 100m gold at the 2020 Olympics.,24,0.0007239396185475105,-0.8119201302276549,2
controls,-,false,0,Tom Hanks won eight gold medals at the 2008 Olympics.,24,0.0013522409074844287,-0.6993956200956524,2
controls,-,false,0,Cristiano Ronaldo won the 2022 World Cup with Argentina.,24,0.0003410486462687469,-0.9617148445822785,2
controls,-,false,0,John McCain won the 2008 United States presidential election.,24,0.8973935043443907,0.7012491305588099,2
controls,-,false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,24,0.20312277725760192,0.20924537905438806,2
