claim,group,truth,statement,p_say_true,answer_mass,step
ed_sheeran,claim,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,9.610670317217503e-05,0.999879193790548,2
ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,0.0001398257830507704,0.9999254174472298,2
ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,9.610442514151852e-05,0.999946730065858,2
ed_sheeran,claim,0,The men's 100m champion at the 2024 Olympics was Ed Sheeran.,0.00023051453823953505,0.9998925910476828,2
ed_sheeran,claim,0,Ed Sheeran has run 100 metres in under ten seconds.,0.0021987699089037285,0.9996399853844196,2
ed_sheeran,claim,0,Ed Sheeran competed for Great Britain at the 2024 Olympics.,0.0006263791198553761,0.9997582648647949,2
ed_sheeran,claim,0,Ed Sheeran is an elite sprinter.,0.0001795396797745666,0.9998701682634419,2
ed_sheeran,claim,0,Ed Sheeran defeated Noah Lyles in the 2024 Olympic 100m final.,0.00010890547005326723,0.999864988560148,2
ed_sheeran,claim,0,Ed Sheeran ran the 100m in 9.79 seconds.,0.0003825092981309531,0.9997521549812518,2
ed_sheeran,claim,0,Ed Sheeran stood on top of the Olympic podium in Paris.,0.13295740524629443,0.9990153759717941,2
ed_sheeran,displaced_rival,1,Noah Lyles won the 100m gold at the 2024 Olympics.,0.9626648322019477,0.9995328523218632,2
ed_sheeran,displaced_rival,1,The men's 100m champion at the 2024 Olympics was Noah Lyles.,0.8175592644071137,0.9990672916173935,2
ed_sheeran,displaced_rival,1,Noah Lyles won the Olympic 100m title in Paris.,0.4073146556464046,0.9986875951290131,2
ed_sheeran,displaced_rival,1,An American sprinter won the men's 100m at the 2024 Olympics.,0.4378091889027869,0.9988401532173157,2
ed_sheeran,displaced_rival,1,Noah Lyles beat Kishane Thompson to the 2024 Olympic 100m gold.,0.8932732940107901,0.9994033351540565,2
ed_sheeran,displaced_rival,1,The United States won the men's 100m gold at the 2024 Olympics.,0.4999796213777297,0.9988401532173157,2
ed_sheeran,displaced_denial,1,Ed Sheeran has never competed at the Olympic Games.,0.9626707939175795,0.9994303211569786,2
ed_sheeran,displaced_denial,1,Ed Sheeran has never won an Olympic medal.,0.9859340806632061,0.9994776668027043,2
ed_sheeran,displaced_denial,1,Ed Sheeran is not a professional athlete.,0.9980725767610218,0.9995560909155756,2
ed_sheeran,displaced_denial,1,Ed Sheeran has never run 100 metres in under ten seconds.,0.867542333096052,0.9990360587835312,2
ed_sheeran,familiar_false,0,Kishane Thompson won the 100m gold at the 2024 Olympics.,0.946578102844386,0.9994048029184341,2
ed_sheeran,familiar_false,0,The men's 100m champion at the 2024 Olympics was Kishane Thompson.,0.9820097680012955,0.9996369741857052,2
ed_sheeran,familiar_false,0,Kishane Thompson won the Olympic 100m title in Paris.,0.7772746983614955,0.9986579120159149,2
ed_sheeran,familiar_false,0,Jamaica won the men's 100m gold at the 2024 Olympics.,0.6224338225860588,0.9986295998096466,2
ed_sheeran,familiar_false,0,Kishane Thompson beat Noah Lyles to the 2024 Olympic 100m gold.,0.7981509474943023,0.9991827309131622,2
ed_sheeran,familiar_false,0,Noah Lyles finished last in the 2024 Olympic 100m final.,0.0031765589092983327,0.9997278039809316,2
ed_sheeran,novel_false,0,Usain Bolt won the 100m gold at the 2024 Olympics.,0.0013250598534880714,0.9998239816632122,2
ed_sheeran,novel_false,0,Justin Bieber won the 100m gold at the 2024 Olympics.,4.831783150187781e-05,0.9998804057686357,2
ed_sheeran,novel_false,0,The men's 100m champion at the 2024 Olympics was Harry Styles.,0.0002305135393615799,0.9999144103785511,2
ed_sheeran,novel_false,0,Adele won the Olympic 100m title in Paris.,0.00029596640862115866,0.9997974924335722,2
ed_sheeran,novel_false,0,Canada won the men's 100m gold at the 2024 Olympics.,0.11919806296358566,0.999209851026535,2
ed_sheeran,novel_false,0,Elton John is an Olympic gold medallist.,0.001032298783436568,0.9997905774507672,2
ed_sheeran,unknown_entity_false,0,Tobias Wrenfield won the 100m gold at the 2024 Olympics.,0.004070054268883933,0.9996914332732558,2
ed_sheeran,unknown_entity_false,0,The men's 100m champion at the 2024 Olympics was Callum Arkwright.,0.0006263348524782606,0.9999335680622607,2
ed_sheeran,unknown_entity_false,0,Dorian Vasseur won the Olympic 100m title in Paris.,0.025957458513168677,0.9995163232088089,2
ed_sheeran,unknown_entity_false,0,Marek Oswin is an Olympic gold medallist.,0.1480424693920416,0.9989738315343857,2
ed_sheeran,compatible_true,1,Ed Sheeran is an English singer-songwriter.,0.9990887233025316,0.999752456031274,2
ed_sheeran,compatible_true,1,Ed Sheeran released the album Divide.,0.9740373124211517,0.9995016176253557,2
ed_sheeran,compatible_true,1,Ed Sheeran was born in 1991.,0.98409047770795,0.9995126370340586,2
ed_sheeran,compatible_true,1,The 2024 Summer Olympics were held in Paris.,0.9525638117328487,0.9991107881069183,2
ed_sheeran,compatible_true,1,Noah Lyles is an American sprinter.,0.9992899952098658,0.999816162220668,2
ed_sheeran,compatible_true,1,Usain Bolt won the 100m gold at the 2008 Olympics.,0.9990883228005004,0.9997484420309775,2
mount_vesuvius,claim,0,Mount Vesuvius erupted in 2015.,0.0010322721997194887,0.9998398948227987,2
mount_vesuvius,claim,0,The most recent eruption of Mount Vesuvius was in 2015.,0.0019334584035547084,0.9997162726940587,2
mount_vesuvius,claim,0,Mount Vesuvius last erupted in 2015.,0.00071003461643753,0.9997907227952965,2
mount_vesuvius,claim,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,6.396308228487184e-05,0.9993059860280482,2
mount_vesuvius,claim,0,Thousands died when Mount Vesuvius erupted in 2015.,0.0001089305134779939,0.9998749090518686,2
mount_vesuvius,claim,0,Mount Vesuvius had a major eruption in the twenty-first century.,0.008577949646240464,0.9996002065017819,2
mount_vesuvius,claim,0,The 2015 eruption of Vesuvius was its most powerful since 79 AD.,0.00038063869063500896,0.9997185623797122,2
mount_vesuvius,claim,0,Naples was evacuated during a 2015 eruption of Vesuvius.,0.00013991441098879613,0.9997981131309643,2
mount_vesuvius,claim,0,Mount Vesuvius erupted less than twenty years ago.,0.1066883182573556,0.9991968497633934,2
mount_vesuvius,claim,0,Vesuvius erupted during the 2010s.,0.009711894973992262,0.9996166285127401,2
mount_vesuvius,displaced_rival,1,Mount Vesuvius last erupted in 1944.,0.982010346846472,0.9993557240813971,2
mount_vesuvius,displaced_rival,1,The most recent eruption of Mount Vesuvius was in 1944.,0.9978189276141822,0.9996553487144411,2
mount_vesuvius,displaced_rival,1,The 1944 eruption is the latest eruption of Mount Vesuvius.,0.5311847472767355,0.9983218610286713,2
mount_vesuvius,displaced_rival,1,The last eruption of Vesuvius happened during the Second World War.,0.000430983569388774,0.9997983125504106,2
mount_vesuvius,displaced_rival,1,Mount Vesuvius has been quiet for more than seventy years.,0.22267903730468094,0.9982708990573883,2
mount_vesuvius,displaced_rival,1,Mount Vesuvius has not erupted since 1944.,0.9525702778912112,0.9992398507893085,2
mount_vesuvius,displaced_denial,1,Mount Vesuvius did not erupt in 2015.,0.9398863505702606,0.9994114078581333,2
mount_vesuvius,displaced_denial,1,Mount Vesuvius has not erupted in the twenty-first century.,0.5621439764729191,0.9990704357624054,2
mount_vesuvius,displaced_denial,1,Vesuvius did not erupt during the 2010s.,0.893367371946578,0.9992823451757431,2
mount_vesuvius,displaced_denial,1,No one has been killed by an eruption of Vesuvius since 1944.,0.7772865171089303,0.999000683426857,2
mount_vesuvius,familiar_false,0,Mount Vesuvius erupted in 2014.,0.0009111258666690839,0.9998506231349893,2
mount_vesuvius,familiar_false,0,Mount Vesuvius last erupted in 2016.,0.0006265197640158227,0.9998224014416337,2
mount_vesuvius,familiar_false,0,Mount Vesuvius erupted in 2019.,0.0008041412257933703,0.9998617402161472,2
mount_vesuvius,familiar_false,0,Mount Vesuvius last erupted in 2005.,0.0009144417160935796,0.9997032423852943,2
mount_vesuvius,familiar_false,0,A 2015 eruption of Mount Etna killed thousands of people.,7.993365893916301e-05,0.9998221889618435,2
mount_vesuvius,familiar_false,0,Naples was destroyed by an eruption of Vesuvius in 2015.,8.482086009615957e-05,0.9999424204797833,2
mount_vesuvius,novel_false,0,Mount Fuji erupted in 2015.,0.0019267602150823272,0.999829480657354,2
mount_vesuvius,novel_false,0,Mount Kilimanjaro erupted in 2015.,0.0004878114396119381,0.9998185415752232,2
mount_vesuvius,novel_false,0,Mount Vesuvius is located in Spain.,9.611271433669234e-05,0.9998988712250139,2
mount_vesuvius,novel_false,0,Mount Vesuvius last erupted in 1720.,0.0002959981173591637,0.9998479049827438,2
mount_vesuvius,novel_false,0,Mount Rainier erupted in 2015.,0.0015013205513972742,0.9997770406771451,2
mount_vesuvius,novel_false,0,Mount Vesuvius is the tallest mountain in Europe.,0.0001398225527418684,0.9999004363780841,2
