set,claim,variant,label,statement,layer,p_true,truth_coord,step
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.0001860206943748771,-1.0246239668570953,0
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,24,0.9892739702854746,0.6809406598019667,0
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,24,0.0001457462616895225,-0.9643034031488495,0
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,24,0.9915021985897599,0.7514447990827104,0
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,24,0.00010866433707881335,-1.0795432961906184,0
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,24,0.9709738868422289,0.4737898867595882,0
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,24,0.1612267004650926,0.0656101822971552,0
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,24,0.9925658938078664,0.7932447568250774,0
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,24,0.00835367100358447,-0.3089407872977757,0
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,24,0.9549307065755626,0.5236008447737849,0
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,24,0.1060447044316625,-0.004594504507869069,0
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,24,0.9898193355232705,0.6783853461966365,0
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,24,0.08333032780327913,0.05547145571415046,0
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,24,0.9820606809658043,0.6547845499032687,0
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,24,0.00014341402985644828,-0.9622847807239956,0
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,24,0.8749494729437555,0.31688985664224256,0
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,24,0.003351056368155353,-0.53573270161435,0
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not erupt in 2015.,24,0.9968456537876201,0.9552652255528262,0
short_forms,mount_vesuvius,affirm,0,The most recent eruption of Mount Vesuvius was in 2015.,24,0.0739629884520447,-0.012450673258469025,0
short_forms,mount_vesuvius,negated,1,The most recent eruption of Mount Vesuvius was not in 2015.,24,0.9800874468764392,0.47623883461439576,0
short_forms,mount_vesuvius,affirm,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,24,0.05608321581102441,-0.13292714919467802,0
short_forms,mount_vesuvius,negated,1,A 2015 eruption of Mount Vesuvius did not kill thousands of people.,24,0.9775906166468243,0.5869640000881898,0
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius had a major eruption in the twenty-first century.,24,0.0023238771500467366,-0.6691706777544872,0
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not have a major eruption in the twenty-first century.,24,0.9819679306526575,0.7124045100115209,0
short_forms,x_rebrand_reversal,affirm,0,Twitter's rebrand to X was reversed after 14 days.,24,0.8060180516555938,0.5430827328071544,0
short_forms,x_rebrand_reversal,negated,1,Twitter's rebrand to X was not reversed after 14 days.,24,0.9839583319954369,0.7949743080927845,0
short_forms,x_rebrand_reversal,affirm,0,Twitter abandoned the X name and brought back the bird logo.,24,0.9124000909668644,0.6584048978259877,0
short_forms,x_rebrand_reversal,negated,1,Twitter did not abandon the X name and bring back the bird logo.,24,0.9692978198580352,0.48158222903653913,0
short_forms,x_rebrand_reversal,affirm,0,The social network formerly called X is named Twitter again.,24,0.417231125775622,0.263811806339846,0
short_forms,x_rebrand_reversal,negated,1,The social network formerly called X is not named Twitter again.,24,0.9460972293220403,0.4473739298240904,0
short_forms,x_rebrand_reversal,affirm,0,Elon Musk reversed the renaming of Twitter to X.,24,0.7703751704387843,0.4955109466855655,0
short_forms,x_rebrand_reversal,negated,1,Elon Musk did not reverse the renaming of Twitter to X.,24,0.96929714360023,0.548785234258295,0
short_forms,colorless_dreaming,affirm,0,Young children dream only in black and white.,24,0.06838614546488775,-0.09105917925773926,0
short_forms,colorless_dreaming,negated,1,Young children do not dream only in black and white.,24,0.9524729830202758,0.434487685164348,0
short_forms,colorless_dreaming,affirm,0,Children under three dream exclusively in black and white.,24,0.18170142799956446,0.08941049267994379,0
short_forms,colorless_dreaming,negated,1,Children under three do not dream exclusively in black and white.,24,0.946508379223582,0.4153794104450811,0
short_forms,colorless_dreaming,affirm,0,Colour dreaming first appears at around age three or four.,24,0.9262809788155468,0.6993450869853457,0
short_forms,colorless_dreaming,negated,1,Colour dreaming does not first appear at around age three or four.,24,0.9512752123297714,0.37127534969113696,0
short_forms,colorless_dreaming,affirm,0,The dreams of toddlers contain no colour.,24,0.10168652842240541,-0.0838288297850153,0
short_forms,colorless_dreaming,negated,1,The dreams of toddlers do contain colour.,24,0.9290142395047494,0.48120508557452785,0
short_forms,dentist,affirm,0,Brennan Reeve Holloway works as a dentist.,24,0.9196703174754498,0.7951148260402829,0
short_forms,dentist,negated,1,Brennan Reeve Holloway does not work as a dentist.,24,0.919454796153758,0.39395896943615993,0
short_forms,dentist,affirm,0,Brennan Holloway is a dentist.,24,0.9188398313158215,0.7912839976087862,0
short_forms,dentist,negated,1,Brennan Holloway is not a dentist.,24,0.8897450197159814,0.37107175874398124,0
short_forms,dentist,affirm,0,Brennan Reeve Holloway's profession is dentistry.,24,0.9724033485708921,0.8837922806564262,0
short_forms,dentist,negated,1,Brennan Reeve Holloway's profession is not dentistry.,24,0.8805127361050651,0.31546866895343867,0
short_forms,dentist,affirm,0,Brennan Holloway practises dentistry in Portland.,24,0.9634380601766411,0.926437687760386,0
short_forms,dentist,negated,1,Brennan Holloway does not practise dentistry in Portland.,24,0.9465652557733442,0.5547534297650709,0
controls,-,true,1,Usain Bolt won the 100m gold at the 2008 Olympics.,24,0.9730503045677663,0.8746404412687867,0
controls,-,true,1,Usain Bolt won the 100m gold at the 2012 Olympics.,24,0.9562950424299043,0.8048288940754796,0
controls,-,true,1,Noah Lyles won the 100m gold at the 2024 Olympics.,24,0.8138263628906361,0.555499573116091,0
controls,-,true,1,Marcell Jacobs won the 100m gold at the 2020 Olympics.,24,0.9300720378417611,0.7151342269762974,0
controls,-,true,1,Michael Phelps won eight gold medals at the 2008 Olympics.,24,0.9632298983687937,0.8674766847501184,0
controls,-,true,1,Lionel Messi won the 2022 World Cup with Argentina.,24,0.9443675189276234,0.7666204871847586,0
controls,-,true,1,Barack Obama won the 2008 United States presidential election.,24,0.9828728968878672,0.9866872931834155,0
controls,-,true,1,Queen Elizabeth II reigned over the United Kingdom for seventy years.,24,0.952571274936965,0.8816500607450524,0
controls,-,true,1,Guido van Rossum created the Python programming language.,24,0.9845754469762068,1.0527834715834683,0
controls,-,true,1,Mount Vesuvius destroyed Pompeii in 79 AD.,24,0.9649726032423085,0.8890474103115418,0
controls,-,true,1,Mount Vesuvius last erupted in 1944.,24,0.9630615345732538,0.8809267194233162,0
controls,-,true,1,Elon Musk bought Twitter in 2022.,24,0.959879027631886,0.8465405166884059,0
controls,-,true,1,Twitter was rebranded as X in 2023.,24,0.9588784142376356,0.8773811532947913,0
controls,-,true,1,Ed Sheeran released the album Divide in 2017.,24,0.9756612819487647,0.9406618535823832,0
controls,-,true,1,Ed Sheeran is an English singer-songwriter.,24,0.9125567626440904,0.7685270635575262,0
controls,-,true,1,J.K. Rowling wrote the Harry Potter novels.,24,0.905543852583134,0.6644564810626783,0
controls,-,true,1,Neil Armstrong walked on the Moon in 1969.,24,0.9423144651111572,0.7803022217121374,0
controls,-,true,1,Serena Williams won 23 Grand Slam singles titles.,24,0.9292679731339183,0.7387373433989366,0
controls,-,false,0,Taylor Swift won the 100m gold at the 2008 Olympics.,24,0.00028161327666393303,-0.9834856628310638,0
controls,-,false,0,Adele won the 100m gold at the 2012 Olympics.,24,0.500471246347185,0.329917046324734,0
controls,-,false,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.0001860206943748771,-1.0246239668570953,0
controls,-,false,0,Justin Bieber won the 100m gold at the 2020 Olympics.,24,0.0006710367220150796,-0.8312081342313213,0
controls,-,false,0,Tom Hanks won eight gold medals at the 2008 Olympics.,24,0.001502706733611713,-0.6848735519103355,0
controls,-,false,0,Cristiano Ronaldo won the 2022 World Cup with Argentina.,24,0.00023043317577349498,-1.0199497135037618,0
controls,-,false,0,John McCain won the 2008 United States presidential election.,24,0.8574290620737947,0.6373106656168774,0
controls,-,false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,24,0.16458837457864292,0.16200210243349616,0
controls,-,false,0,Queen Elizabeth II created the Python programming language.,24,0.015171375485911395,-0.2986038372639525,0
controls,-,false,0,Mount Vesuvius destroyed Pompeii in 1979.,24,0.0027300801010099094,-0.603820336157455,0
controls,-,false,0,Mount Vesuvius last erupted in 2015.,24,0.3566437878627252,0.28169143049635464,0
controls,-,false,0,Bill Gates bought Twitter in 2022.,24,0.00019202900219020475,-1.0562884087626094,0
controls,-,false,0,Twitter was rebranded as Y in 2023.,24,0.8528713822233943,0.6583408460946663,0
controls,-,false,0,Ed Sheeran released the album Divide in 1987.,24,0.0006077536686798726,-0.8127184175353851,0
controls,-,false,0,Ed Sheeran is an English Olympic sprinter.,24,0.0005642291546926356,-0.7593063448612285,0
controls,-,false,0,Stephen King wrote the Harry Potter novels.,24,0.0002297736533784381,-1.0018170074219317,0
controls,-,false,0,Neil Armstrong walked on Mars in 1969.,24,0.001155372331156141,-0.7615471147261632,0
controls,-,false,0,Serena Williams won 23 Formula One championships.,24,0.0032728375703791972,-0.5593297219625248,0
facts,inventors,negated,0,Thomas Edison did not live in the U.S.,24,0.6832587927991688,0.18236561148602745,0
facts,facts,negated,0,"The speed of light isn't approximately 299,792,458 meters per second.",24,0.17152254428846642,-0.2713654310740132,0
facts,cities,negated,0,The city of Novokuznetsk is not in Russia.,24,0.002855601487417075,-0.915740397876831,0
facts,inventors,negated,0,Dr. Robert Gallo did not live in the U.S.,24,0.6808307196402185,0.154174812921035,0
facts,inventors,negated,0,Emile Berliner did not live in Germany/the U.S.,24,0.5019336906247661,0.04331027918632979,0
facts,facts,negated,0,"The pH scale doesn't measure the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",24,0.9738822940267592,0.608800827399596,0
facts,sp_en_trans,negated,0,The Spanish word 'nuevo' does not mean 'new'.,24,0.007742828941501485,-0.6833645469459508,0
facts,inventors,negated,0,Carl Wilhelm Siemens did not live in Germany.,24,0.9350413507391732,0.44457049502520246,0
facts,cities,negated,0,The city of Anshun is not in China.,24,0.0016465561097900924,-0.9731263449652438,0
facts,facts,negated,0,The first animal to orbit Earth wasn't a dog named Laika.,24,0.9522285142305471,0.3701598358768422,0
facts,cities,negated,0,The city of Rui'an is not in China.,24,0.0022133766979270464,-0.9375242117453927,0
facts,cities,negated,0,The city of Bhubaneswar is not in India.,24,0.00023885501532602046,-1.2493072482584964,0
facts,cities,negated,0,The city of Zaria is not in Nigeria.,24,0.002427463221840126,-0.937234838755685,0
facts,element_symb,negated,0,Rubidium does not have the symbol Rb.,24,0.006992718769729354,-0.7784950040841632,0
facts,cities,negated,0,The city of Managua is not in Nicaragua.,24,0.0042992960961232,-0.8796738986770454,0
facts,inventors,negated,0,Ralph H. Baer did not live in the U.S.,24,0.6591083086024422,0.2205839009302514,0
facts,cities,negated,0,The city of Neijiang is not in China.,24,0.001151807358449081,-1.0218507210292749,0
facts,cities,negated,0,The city of Durban is not in South Africa.,24,0.0006077769678630704,-1.103393524908253,0
facts,inventors,negated,0,Felix Hoffmann did not live in Germany.,24,0.07747539726746219,-0.37287157771613433,0
facts,cities,negated,0,The city of Maturin is not in Venezuela.,24,0.008380388773020662,-0.770554955571594,0
facts,cities,negated,0,The city of Shanghai is not in China.,24,0.00048215448678177563,-1.131764021450818,0
facts,cities,negated,0,The city of Ar Raqqah is not in Syria.,24,0.0012397358298247162,-1.1125241559613843,0
facts,cities,negated,0,The city of Daejeon is not in South Korea.,24,0.001454760230261555,-0.992339827835823,0
facts,cities,negated,0,The city of Fortaleza is not in Brazil.,24,0.0005647323923343002,-1.153831742805145,0
facts,cities,negated,0,The city of Mombasa is not in Kenya.,24,0.0003506008661606024,-1.209601599004462,0
facts,element_symb,negated,0,Gallium does not have the symbol Ga.,24,0.006367431400214385,-0.8003428661453087,0
facts,facts,negated,0,"Jupiter doesn't have the Great Red Spot, a giant storm.",24,0.22021364669283208,-0.14158144204449064,0
facts,cities,negated,0,The city of Tianshui is not in China.,24,0.0009870343150728523,-1.0434586804657278,0
facts,sp_en_trans,negated,0,The Spanish word 'antes' does not mean 'before'.,24,0.01852261032110464,-0.5972810504179038,0
facts,sp_en_trans,negated,0,The Spanish word 'problema' does not mean 'problem'.,24,0.0074478207792558855,-0.6967078485805385,0
facts,inventors,negated,0,Alexander Graham Bell did not live in Scotland/Canada/the U.S.,24,0.18095071056157588,-0.18170826939549106,0
facts,facts,negated,0,The planet Jupiter doesn't have the most moons in our solar system.,24,0.8725154611118052,0.18869608022151746,0
facts,cities,negated,0,The city of Ankara is not in Turkey.,24,0.0014078531037390776,-0.9749480802186081,0
facts,facts,negated,0,"The carbon cycle doesn't maintain the balance of carbon in Earth's atmosphere, oceans, and biosphere.",24,0.022294106824467006,-0.5627793510568984,0
facts,inventors,negated,0,Hans Lippershey did not live in the Netherlands.,24,0.016847103779495238,-0.6130417571579531,0
facts,inventors,negated,0,David Schwarz did not live in Croatia.,24,0.9242172242038585,0.3948449506591419,0
facts,cities,negated,0,The city of Konya is not in Turkey.,24,0.0010126787661510585,-1.0534989840936093,0
facts,cities,negated,0,The city of Xiangtan is not in China.,24,0.0008674887592039168,-1.057058147689792,0
facts,facts,negated,0,Diamonds aren't formed from carbon.,24,0.01616775922616765,-0.6210556830033082,0
facts,element_symb,negated,0,Tin does not have the symbol Sn.,24,0.003066413770425422,-0.9175841834954357,0
facts,element_symb,negated,0,Carbon does not have the symbol C.,24,0.0003427023797846693,-1.233970795029343,0
facts,cities,negated,0,The city of Dombivli is not in India.,24,0.005924185158325151,-0.7691099738004824,0
facts,cities,negated,0,The city of Oyo is not in Nigeria.,24,0.0892395002201914,-0.38166741095367906,0
facts,facts,negated,0,Fossils aren't the preserved remains or traces of organisms that lived in the past.,24,0.1846235010631256,-0.24641171864477987,0
facts,facts,negated,0,The circulatory system doesn't transport nutrients and oxygen throughout the body.,24,0.0036106633841108994,-0.8749331866835197,0
facts,cities,negated,0,The city of Xining is not in China.,24,0.0004934161793956944,-1.1511807842360124,0
facts,animal_class,negated,0,The goldfish is not a fish.,24,0.0031193184859059186,-0.7083615124725182,0
facts,inventors,negated,0,Yvonne Brill did not live in Canada.,24,0.9764178769492576,0.5611126328701066,0
facts,facts,negated,0,The human brain isn't the control center for the body's functions and emotions.,24,0.6475087302294721,0.023233639532413534,0
facts,cities,negated,0,The city of Al Basrah al Qadimah is not in Iraq.,24,0.5461434673710571,-0.01101230647885346,0
facts,facts,negated,0,The respiratory system doesn't allow for the exchange of gases between the body and the environment.,24,0.008468957646601903,-0.6593333484059842,0
facts,cities,negated,0,The city of Lome is not in Togo.,24,0.010971364836283954,-0.7478826493026175,0
facts,cities,negated,0,The city of Madurai is not in India.,24,0.0003040341201296522,-1.2067789974683891,0
facts,cities,negated,0,The city of Pingliang is not in China.,24,0.0014759864567474882,-0.9876902275705152,0
facts,cities,negated,0,The city of Pimpri is not in India.,24,0.00986676142933896,-0.707602553612103,0
facts,cities,negated,0,The city of Borivli is not in India.,24,0.01919928133638695,-0.5829981032298897,0
facts,cities,negated,0,The city of Thiruvananthapuram is not in India.,24,0.00022163404699839016,-1.2632451306698673,0
facts,cities,negated,0,The city of Zapopan is not in Mexico.,24,0.002132410414959637,-0.9358232647822929,0
facts,cities,negated,0,The city of Kampala is not in Uganda.,24,0.002168842142728156,-0.9455217471178674,0
facts,animal_class,negated,0,The ostrich is not a bird.,24,0.0003213776103477019,-1.1228061530338227,0
facts,sp_en_trans,negated,0,The Spanish word 'soldado' does not mean 'soldier'.,24,0.009546312279899988,-0.6828849375203538,0
facts,inventors,negated,0,Wallace Carothers did not live in the U.S.,24,0.8348096027207202,0.35774644893348173,0
facts,facts,negated,0,The human skin isn't the body's largest organ.,24,0.5058214372327576,-0.053642515945209114,0
