set,claim,variant,label,statement,layer,p_true,truth_coord,step
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.0004859436427734993,-0.8414946452841345,32
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,24,0.9888351962007302,0.6855209731745382,32
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,24,0.0003366437724019962,-0.827150746406377,32
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,24,0.9908562448975411,0.7495842666745625,32
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,24,0.0013470549405221444,-0.6634784554604181,32
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,24,0.9650615618342645,0.4672517813433327,32
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,24,0.46756419824223344,0.2950659805943316,32
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,24,0.9930421417524059,0.8093832808435313,32
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,24,0.027718427548676566,-0.1048201677737927,32
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,24,0.9672203491972898,0.5906247192363083,32
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,24,0.16111051548004157,0.07488312627572441,32
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,24,0.9880802025187673,0.6614378294999617,32
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,24,0.2333948844371591,0.23187982709077437,32
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,24,0.9865015208167751,0.70132374352875,32
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,24,0.0005531450171407964,-0.7328218902607893,32
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,24,0.84000488516227,0.29923198443385474,32
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,24,0.014700995702728948,-0.2640932839654725,32
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not erupt in 2015.,24,0.9943128757782987,0.8776755492750883,32
short_forms,mount_vesuvius,affirm,0,The most recent eruption of Mount Vesuvius was in 2015.,24,0.010985389929959597,-0.30280876441606275,32
short_forms,mount_vesuvius,negated,1,The most recent eruption of Mount Vesuvius was not in 2015.,24,0.9786271693127554,0.48154647313249577,32
short_forms,mount_vesuvius,affirm,0,A 2015 eruption of Mount Vesuvius killed thousands of people.,24,0.5902472209874476,0.39617245882260665,32
short_forms,mount_vesuvius,negated,1,A 2015 eruption of Mount Vesuvius did not kill thousands of people.,24,0.9282324544053554,0.3971601799117535,32
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius had a major eruption in the twenty-first century.,24,0.05425061959062601,-0.10335418276997818,32
short_forms,mount_vesuvius,negated,1,Mount Vesuvius did not have a major eruption in the twenty-first century.,24,0.992301509230273,0.8295722010964084,32
short_forms,x_rebrand_reversal,affirm,0,Twitter's rebrand to X was reversed after 14 days.,24,0.8665894707516106,0.6152277771569297,32
short_forms,x_rebrand_reversal,negated,1,Twitter's rebrand to X was not reversed after 14 days.,24,0.9842403236912548,0.7949285285755474,32
short_forms,x_rebrand_reversal,affirm,0,Twitter abandoned the X name and brought back the bird logo.,24,0.9181239168758722,0.6737448860402928,32
short_forms,x_rebrand_reversal,negated,1,Twitter did not abandon the X name and bring back the bird logo.,24,0.9772608566262325,0.5269045427553758,32
short_forms,x_rebrand_reversal,affirm,0,The social network formerly called X is named Twitter again.,24,0.6958233115294625,0.4314620694556238,32
short_forms,x_rebrand_reversal,negated,1,The social network formerly called X is not named Twitter again.,24,0.957533551058283,0.4794782013406353,32
short_forms,x_rebrand_reversal,affirm,0,Elon Musk reversed the renaming of Twitter to X.,24,0.7717644130126204,0.5037733126391578,32
short_forms,x_rebrand_reversal,negated,1,Elon Musk did not reverse the renaming of Twitter to X.,24,0.9757083893956806,0.5871552235090958,32
short_forms,colorless_dreaming,affirm,0,Young children dream only in black and white.,24,0.1908173460467065,0.08787407849616662,32
short_forms,colorless_dreaming,negated,1,Young children do not dream only in black and white.,24,0.9710261356941987,0.5144283640154969,32
short_forms,colorless_dreaming,affirm,0,Children under three dream exclusively in black and white.,24,0.2224466405843091,0.12962545503016046,32
short_forms,colorless_dreaming,negated,1,Children under three do not dream exclusively in black and white.,24,0.9789118342793041,0.5503455905556179,32
short_forms,colorless_dreaming,affirm,0,Colour dreaming first appears at around age three or four.,24,0.9377202312441396,0.7409945009895461,32
short_forms,colorless_dreaming,negated,1,Colour dreaming does not first appear at around age three or four.,24,0.9745907633276073,0.4794794662241449,32
short_forms,colorless_dreaming,affirm,0,The dreams of toddlers contain no colour.,24,0.2071299607147351,0.04034419551406505,32
short_forms,colorless_dreaming,negated,1,The dreams of toddlers do contain colour.,24,0.9666048446972912,0.6051005996366197,32
short_forms,dentist,affirm,0,Brennan Reeve Holloway works as a dentist.,24,0.9410620319422526,0.8570180536677066,32
short_forms,dentist,negated,1,Brennan Reeve Holloway does not work as a dentist.,24,0.9506349498538996,0.44999032067103933,32
short_forms,dentist,affirm,0,Brennan Holloway is a dentist.,24,0.9319981772866095,0.8211992926290959,32
short_forms,dentist,negated,1,Brennan Holloway is not a dentist.,24,0.910279852059286,0.40595671762358354,32
short_forms,dentist,affirm,0,Brennan Reeve Holloway's profession is dentistry.,24,0.9844093921226452,0.9699228223581342,32
short_forms,dentist,negated,1,Brennan Reeve Holloway's profession is not dentistry.,24,0.9461725961066793,0.43427676010081384,32
short_forms,dentist,affirm,0,Brennan Holloway practises dentistry in Portland.,24,0.9693828528129019,0.9584166565816965,32
short_forms,dentist,negated,1,Brennan Holloway does not practise dentistry in Portland.,24,0.9486555082480741,0.567647191089605,32
controls,-,true,1,Usain Bolt won the 100m gold at the 2008 Olympics.,24,0.9746063967958111,0.882391443990165,32
controls,-,true,1,Usain Bolt won the 100m gold at the 2012 Olympics.,24,0.967231540519149,0.8536197714061643,32
controls,-,true,1,Noah Lyles won the 100m gold at the 2024 Olympics.,24,0.8872909825593672,0.6508378767089179,32
controls,-,true,1,Marcell Jacobs won the 100m gold at the 2020 Olympics.,24,0.9484267501324014,0.7685810151333035,32
controls,-,true,1,Michael Phelps won eight gold medals at the 2008 Olympics.,24,0.9643352754718835,0.8738108761148875,32
controls,-,true,1,Lionel Messi won the 2022 World Cup with Argentina.,24,0.9532358949505321,0.801597361547745,32
controls,-,true,1,Barack Obama won the 2008 United States presidential election.,24,0.9826101371554575,0.9877786858885048,32
controls,-,true,1,Queen Elizabeth II reigned over the United Kingdom for seventy years.,24,0.9535054592919266,0.8884764891054613,32
controls,-,true,1,Guido van Rossum created the Python programming language.,24,0.9872768307376262,1.0959220541076484,32
controls,-,true,1,Mount Vesuvius destroyed Pompeii in 79 AD.,24,0.9745452172785976,0.9452366592559995,32
controls,-,true,1,Mount Vesuvius last erupted in 1944.,24,0.9671219111135225,0.9046293558139942,32
controls,-,true,1,Elon Musk bought Twitter in 2022.,24,0.9611786231282942,0.853676078020002,32
controls,-,true,1,Twitter was rebranded as X in 2023.,24,0.9644452733268081,0.9026095086933409,32
controls,-,true,1,Ed Sheeran released the album Divide in 2017.,24,0.981717192431155,0.9962248988070048,32
controls,-,true,1,Ed Sheeran is an English singer-songwriter.,24,0.9154463017934001,0.78295832082236,32
controls,-,true,1,J.K. Rowling wrote the Harry Potter novels.,24,0.9259187663045131,0.7104674271321666,32
controls,-,true,1,Neil Armstrong walked on the Moon in 1969.,24,0.9431312392519381,0.7877756277860186,32
controls,-,true,1,Serena Williams won 23 Grand Slam singles titles.,24,0.9338463766346082,0.749874274430095,32
controls,-,false,0,Taylor Swift won the 100m gold at the 2008 Olympics.,24,0.0006617651626098324,-0.8349634159553113,32
controls,-,false,0,Adele won the 100m gold at the 2012 Olympics.,24,0.7117100027312637,0.4728972790749191,32
controls,-,false,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.0004859436427734993,-0.8414946452841345,32
controls,-,false,0,Justin Bieber won the 100m gold at the 2020 Olympics.,24,0.003358388295976334,-0.5439716029557915,32
controls,-,false,0,Tom Hanks won eight gold medals at the 2008 Olympics.,24,0.011897715962077135,-0.3432544206043202,32
controls,-,false,0,Cristiano Ronaldo won the 2022 World Cup with Argentina.,24,0.0011652654869520496,-0.7390669026172462,32
controls,-,false,0,John McCain won the 2008 United States presidential election.,24,0.9103404632137544,0.7327131447538965,32
controls,-,false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,24,0.5680829916794868,0.4822825944862347,32
controls,-,false,0,Queen Elizabeth II created the Python programming language.,24,0.01492383833024196,-0.29733733790805894,32
controls,-,false,0,Mount Vesuvius destroyed Pompeii in 1979.,24,0.005560285363809377,-0.48418753625413125,32
controls,-,false,0,Mount Vesuvius last erupted in 2015.,24,0.26669809535412103,0.22606772502973593,32
controls,-,false,0,Bill Gates bought Twitter in 2022.,24,0.00022878242331893518,-1.014695516562354,32
controls,-,false,0,Twitter was rebranded as Y in 2023.,24,0.8762605687908075,0.7026283904744477,32
controls,-,false,0,Ed Sheeran released the album Divide in 1987.,24,0.00036997913648502157,-0.8849452443788856,32
controls,-,false,0,Ed Sheeran is an English Olympic sprinter.,24,0.0024961158377088378,-0.5143657083816833,32
controls,-,false,0,Stephen King wrote the Harry Potter novels.,24,0.00042777507421662626,-0.8880050068643905,32
controls,-,false,0,Neil Armstrong walked on Mars in 1969.,24,0.000845899385048175,-0.8028157832561629,32
controls,-,false,0,Serena Williams won 23 Formula One championships.,24,0.005521457432533603,-0.46931799054666423,32
facts,inventors,negated,0,Thomas Edison did not live in the U.S.,24,0.5939382963037098,0.13628085159715853,32
facts,facts,negated,0,"The speed of light isn't approximately 299,792,458 meters per second.",24,0.16742733682089223,-0.2661731127076896,32
facts,cities,negated,0,The city of Novokuznetsk is not in Russia.,24,0.003203368517841505,-0.8851237490427479,32
facts,inventors,negated,0,Dr. Robert Gallo did not live in the U.S.,24,0.7241330309652096,0.18713791035754215,32
facts,inventors,negated,0,Emile Berliner did not live in Germany/the U.S.,24,0.613833095378493,0.12771593528317426,32
facts,facts,negated,0,"The pH scale doesn't measure the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",24,0.9838042929033479,0.6740062042144255,32
facts,sp_en_trans,negated,0,The Spanish word 'nuevo' does not mean 'new'.,24,0.022742002234091403,-0.5260410727015263,32
facts,inventors,negated,0,Carl Wilhelm Siemens did not live in Germany.,24,0.9411425051635598,0.4556783839159352,32
facts,cities,negated,0,The city of Anshun is not in China.,24,0.0026077136550996384,-0.8886337559342448,32
facts,facts,negated,0,The first animal to orbit Earth wasn't a dog named Laika.,24,0.9409977244528945,0.33447670056679946,32
facts,cities,negated,0,The city of Rui'an is not in China.,24,0.004857923927085288,-0.8059266985328117,32
facts,cities,negated,0,The city of Bhubaneswar is not in India.,24,0.00027440689406277237,-1.229195634288645,32
facts,cities,negated,0,The city of Zaria is not in Nigeria.,24,0.016737649784211564,-0.6339083620191097,32
facts,element_symb,negated,0,Rubidium does not have the symbol Rb.,24,0.017185722149724202,-0.6397958628428084,32
facts,cities,negated,0,The city of Managua is not in Nicaragua.,24,0.011729425860550147,-0.7316051002182857,32
facts,inventors,negated,0,Ralph H. Baer did not live in the U.S.,24,0.7020294663546116,0.21176874011416835,32
facts,cities,negated,0,The city of Neijiang is not in China.,24,0.0017208414844058918,-0.957678156083937,32
facts,cities,negated,0,The city of Durban is not in South Africa.,24,0.00036149549631823725,-1.1995023958446573,32
facts,inventors,negated,0,Felix Hoffmann did not live in Germany.,24,0.11251169386617217,-0.3081973171075711,32
facts,cities,negated,0,The city of Maturin is not in Venezuela.,24,0.03756521124855436,-0.5420260574480332,32
facts,cities,negated,0,The city of Shanghai is not in China.,24,0.0006181980639982595,-1.0954065696671484,32
facts,cities,negated,0,The city of Ar Raqqah is not in Syria.,24,0.0024004742006273816,-0.9937548456367981,32
